ქალაქი,ID ქალაქი,სკოლა,ID სკოლა,სკოლის ფიქსირებული ID
ჭიათურა,62,მართლმადიდებლური,1981,
ჭიათურა,62,მერევის,1982,865
ჭიათურა,62,მეჩხეთურის,1983,892
ჭიათურა,62,მორძგვეთის,1984,887
ჭიათურა,62,ნავარძეთის,1985,864
ჭიათურა,62,ნიგოზეთის,1986,878
ჭიათურა,62,ნილემი,1987,898
ჭიათურა,62,პერევისის,1988,883
ჭიათურა,62,რგანის,1989,863
ჭიათურა,62,რცხილათის,1990,880
ჭიათურა,62,სასულიერო,1991,
ჭიათურა,62,სვერის,1992,872
ჭიათურა,62,სკინდორის,1993,1576
ჭიათურა,62,ტყემლოვანის,1994,893
ჭიათურა,62,უსახელოს,1995,
ჭიათურა,62,ქვაციხის,1996,862
ჭიათურა,62,ქვედა ზოდის,1997,
ჭიათურა,62,ქვედა უსახელოს,1998,4200
ჭიათურა,62,ღვითორის,1999,888
ჭიათურა,62,შუქრუთის,2000,
ჭიათურა,62,შუქრუთის 2,2001,894
ჭიათურა,62,ცხრუკვეთის,2002,879
ჭიათურა,62,წასრის,2003,861
ჭიათურა,62,წირქვალის,2004,895
ჭიათურა,62,წყალშავის,2005,
ჭიათურა,62,ჭირქვალის,2006,
ჭიათურა,62,ჭორვილის,2007,
ჭიათურა,62,ხალიფაურის,2008,896
ჭიათურა,62,ხვაშითის,2009,866
ჭიათურა,62,ხრეითის 1,2010,889
ჭიათურა,62,ხრეითის 2,2011,886
ჭიათურა,62,ჯვარიეწრის,2012,
ხარაგაული,63,1,2013,4203
ხარაგაული,63,2,2014,1340
ხარაგაული,63,3,2015,1341
ხარაგაული,63,ანდრია პირველწოდებულის,2016,4204
ხარაგაული,63,ბაზალეთის,2017,1360
ხარაგაული,63,ბორითის,2018,1583
ხარაგაული,63,ბორის,2019,1584
ხარაგაული,63,გედსამანიის,2020,4205
ხარაგაული,63,დაბა ხარაგაულის 3,2021,
ხარაგაული,63,ვარძიის,2022,1353
ხარაგაული,63,ვახანის,2023,1346
ხარაგაული,63,ვერტყვიჭალის,2024,1359
ხარაგაული,63,ზვარეს,2025,1347
ხარაგაული,63,კაცხის,2026,
ხარაგაული,63,კიცხის,2027,1349
ხარაგაული,63,ლაშის,2028,1348
ხარაგაული,63,ლეღვანის,2029,1344
ხარაგაული,63,მარელისის,2030,1343
ხარაგაული,63,მოლითის,2031,1345
ხარაგაული,63,ნადაბურის,2032,1355
ხარაგაული,63,საღანძილის,2033,1342
ხარაგაული,63,უბისის,2034,
ხარაგაული,63,ღორეშის,2035,1356
ხარაგაული,63,წიფის,2036,1351
ხარაგაული,63,წყალაფორეთის,2037,1352
ხარაგაული,63,ხევის,2038,1358
ხარაგაული,63,ხიდრის,2039,1350
ხარაგაული,63,ხუნევის,2040,1361
ხაშური,64,1,2041,1022
ხაშური,64,14,2049,
ხაშური,64,2,2042,1018
ხაშური,64,3,2086,1028
ხაშური,64,4,2043,1023
ხაშური,64,5,2044,1021
ხაშური,64,6,2045,1013
ხაშური,64,7,2046,1002
ხაშური,64,8,2047,1016
ხაშური,64,9,2048,1007
ხაშური,64,აბისის,2050,
ხაშური,64,ალის,2051,1015
ხაშური,64,აძვისის,2052,1011
ხაშური,64,ბეკმის,2053,
ხაშური,64,ბეღლითის,2054,4209
ხაშური,64,ბრილის,2055,
ხაშური,64,ბროლოსნის,2056,1029
ხაშური,64,გომის,2057,1019
ხაშური,64,დიმიტრი ყიფიანის,2087,1031
ხაშური,64,ვაყის,2058,1001
ხაშური,64,ზვარის,2059,
ხაშური,64,თამარაშენის,2060,
ხაშური,64,ილია ჭავჭავაძის,2061,
ხაშური,64,მახატბერის,2062,
ხაშური,64,მოხისის,2063,
ხაშური,64,ნაბახტევის,2064,1009
ხაშური,64,ოსიაურის,2065,1025
ხაშური,64,ოძისის,2066,999
ხაშური,64,სატივის,2067,1005
ხაშური,64,სურამის 1,2068,1014
ხაშური,64,სურამის 2,2069,1010
ხაშური,64,სურამის 3,2070,1017
ხაშური,64,სურამის 4,2071,1004
ხაშური,64,სურამის რუსული სკოლა,2072,
ხაშური,64,ტეზრის,2073,1026
ხაშური,64,ტკოცის,2074,998
ხაშური,64,ფლევის,2075,1006
ხაშური,64,ქემფრის,2076,1008
ხაშური,64,ქვემო გომის,2077,
ხაშური,64,ქვიშხეთის,2078,1027
ხაშური,64,ქვიშხეთის 1,2079,
ხაშური,64,ქინძათის,2080,1000
ხაშური,64,ცხრამუხის,2081,1024
ხაშური,64,წაღვლის,2082,1020
ხაშური,64,წაჩხურას,2083,
ხაშური,64,წრომის,2084,1012
ხაშური,64,ხცისის,2085,1003
ხელვაჩაური,65,1,2088,2574
ხელვაჩაური,65,3,2089,4211
ხელვაჩაური,65,აგარის,2090,2575
ხელვაჩაური,65,აჭარისაღმართის,2091,2576
ხელვაჩაური,65,აჭარისწყლის,2092,2577
ხელვაჩაური,65,ახალსოფლის,2093,2578
ხელვაჩაური,65,ახალშენის,2094,4212
ხელვაჩაური,65,ახალშენის 1,2095,2579
ხელვაჩაური,65,ახალშენის 2,2096,2580
ხელვაჩაური,65,ახოს,2097,2594
ხელვაჩაური,65,განთიადის,2098,2581
ხელვაჩაური,65,ერგეს,2099,2583
ხელვაჩაური,65,ზედა განთიადის,2100,2584
ხელვაჩაური,65,ზედა თხილნარის,2101,2586
ხელვაჩაური,65,ზედა ჩხუტუნეთის,2102,2605
ხელვაჩაური,65,ზემო ახალშენის,2103,2585
ხელვაჩაური,65,ზემო წინსვლის,2104,2587
ხელვაჩაური,65,თხილნარის,2105,4215
ხელვაჩაური,65,თხილნარის 1,2106,2588
ხელვაჩაური,65,თხილნარის 2,2107,2589
ხელვაჩაური,65,კირნათის,2108,2591
ხელვაჩაური,65,მარადიდის,2109,2592
ხელვაჩაური,65,მატათა მოციქულის,2110,
ხელვაჩაური,65,მახვილაურის,2111,2593
ხელვაჩაური,65,მახინჯაურის,2112,
ხელვაჩაური,65,სალიბაურის 1,2113,2595
ხელვაჩაური,65,სალიბაურის 2,2114,2596
ხელვაჩაური,65,საჩინოს,2115,4217
ხელვაჩაური,65,უჩხითის,2116,4218
ხელვაჩაური,65,ფერიის,2117,2598
ხელვაჩაური,65,ფურტიოს,2118,4219
ხელვაჩაური,65,ქედის,2119,2599
ხელვაჩაური,65,ქედქედის,2120,2599
ხელვაჩაური,65,ქვემო მახოს,2121,2601
ხელვაჩაური,65,ყოროლისთავის,2122,2602
ხელვაჩაური,65,ჩელტის,2123,4221
ხელვაჩაური,65,ჩიქუნეთის,2124,2604
ხელვაჩაური,65,ჩხუტუნეთის,2125,2605
ხელვაჩაური,65,წინსვლის,2126,
ხელვაჩაური,65,ჭარნალის,2127,2607
ხობი,66,1,2128,1233
ხობი,66,2,2129,1248
ხობი,66,3,2130,
ხობი,66,არეა,2131,1250
ხობი,66,ახალი ხიბულის 1,2132,1246
ხობი,66,ახალი ხიბულის 2,2133,1244
ხობი,66,ახალსოფლის,2134,1247
ხობი,66,ბიის,2135,1249
ხობი,66,გურიფულის,2136,1235
ხობი,66,ზემო ქვალონის,2137,1239
ხობი,66,თორსის,2138,4223
ხობი,66,მეორე გურიფულის,2139,
ხობი,66,ნოჯიხევის,2140,
ხობი,66,ნოჯიხევის 1,2141,1240
ხობი,66,ნოჯიხევის 2,2142,1229
ხობი,66,პატარა ფოთის,2143,1241
ხობი,66,პირველი მაისის,2144,1228
ხობი,66,პირველი ხორგის,2145,
ხობი,66,საბაზო,2146,4226
ხობი,66,საჯიჯაოს 1,2147,1243
ხობი,66,ქარიატის,2148,1236
ხობი,66,ქვედა ქვალონის 1,2149,
ხობი,66,ქვემო ქვალონის 1,2150,1225
ხობი,66,ქვემო ქვალონის 2,2151,1242
ხობი,66,ყულევის,2152,1227
ხობი,66,შავღელის,2153,1245
ხობი,66,შუა ხორგის,2154,1230
ხობი,66,ძველი ხიბულის,2155,1232
ხობი,66,ჭალადიდის,2156,1231
ხობი,66,ხამისკურის,2157,1234
ხობი,66,ხობის,2158,1237
ხონი,67,1,2159,1437
ხონი,67,2,2160,1435
ხონი,67,3,2161,1438
ხონი,67,4,2162,1436
ხონი,67,ახალბედისეულის,2163,1417
ხონი,67,ახალშენის,2164,1427
ხონი,67,გიმნაზია,2165,
ხონი,67,გორდის,2166,1419
ხონი,67,გუბის,2167,1429
ხონი,67,დედალაურის,2168,1418
ხონი,67,დიდი კუხის,2169,1524
ხონი,67,ივანდიდის,2170,1430
ხონი,67,კონტუათის,2171,1431
ხონი,67,კუხის,2172,
ხონი,67,ლუკა ჩომახიძის,2173,
ხონი,67,მათხოჯის,2174,1516
ხონი,67,მალხაზ აბაშიძის,2175,
ხონი,67,ნამაშევის,2176,1421
ხონი,67,ნახახულევის,2177,1434
ხონი,67,პატარა ჯიხაიშის,2178,1422
ხონი,67,როხის,2179,4230
ხონი,67,საწულუკიძეოს,2180,1424
ხონი,67,სუხჩის,2181,1425
ხონი,67,ტექნიკური შემოქმედების გიმნაზია,2182,1441
ხონი,67,ქუტირის,2183,1439
ხონი,67,ჩაის მეურნეობის,2184,1416
ხონი,67,ძეძილეთის,2185,1426
ხონი,67,წითელვარსკვლავის,2186,4232
ხონი,67,ხიდის,2187,1440
ხონი,67,ხონის,2188,
ხულო,68,ბოძაურის,2189,2614
ხულო,68,გორგაძეების,2190,2618
ხულო,68,დიდაჭარის,2191,2622
ხულო,68,დიოკნისის,2192,2621
ხულო,68,ზემო ვაშლოვნის,2193,
ხულო,68,თაგოს,2194,2627
ხულო,68,ირემაძეების,2195,2629
ხულო,68,მანიაკეთის,2196,2633
ხულო,68,ტბელ აბუსერიძის,2197,
ხულო,68,ტუნაძეების,2198,2645
ხულო,68,ფაჩხის,2199,
ხულო,68,ქედლების,2200,2649
ხულო,68,ქვემო ვაშლოვნის,2201,2650
ხულო,68,ჩაოს,2202,2655
ხულო,68,წაბლანის,2203,2658
